1,28.0,21.0
2,28.0,21.0
3,28.0,21.0
4,28.0,21.0
5,28.0,21.0
6,28.0,21.0
7,28.0,21.0
8,28.0,21.0
9,28.0,21.0
10,28.0,21.0
11,28.0,21.0
12,28.0,21.0
13,28.0,21.0
14,28.0,21.0
15,28.0,21.0
16,28.0,21.0
17,28.0,21.0
18,28.0,21.0
19,28.0,21.0
20,28.0,21.0
21,28.0,21.0
22,28.0,21.0
23,28.0,21.0
24,28.0,21.0
25,28.0,21.0
26,28.0,21.0
27,28.0,21.0
28,28.0,21.0
29,28.0,21.0
30,28.0,21.0
31,28.0,21.0
32,28.0,21.0
33,28.0,21.0
34,28.0,21.0
35,28.0,21.0
36,28.0,21.0
37,28.0,21.0
38,28.0,21.0
39,28.0,21.0
40,28.0,21.0
41,28.0,21.0
42,28.0,21.0
43,28.0,21.0
44,28.0,21.0
45,28.0,21.0
46,28.0,21.0
47,28.0,21.0
48,28.0,21.0
49,28.0,21.0
50,28.0,21.0
51,28.0,21.0
52,28.0,21.0
53,28.0,21.0
54,28.0,21.0
55,28.0,21.0
56,28.0,21.0
57,28.0,21.0
58,28.0,21.0
59,28.0,21.0
60,28.0,21.0
61,28.0,21.0
62,28.0,21.0
63,28.0,21.0
64,28.0,21.0
65,28.0,21.0
66,28.0,21.0
67,28.0,21.0
68,28.0,21.0
69,28.0,21.0
70,28.0,21.0
71,28.0,21.0
72,28.0,21.0
73,28.0,21.0
74,28.0,21.0
75,28.0,21.0
76,28.0,21.0
77,28.0,21.0
78,28.0,21.0
79,28.0,21.0
80,28.0,21.0
81,28.0,21.0
82,28.0,21.0
83,28.0,21.0
84,28.0,21.0
85,28.0,21.0
86,28.0,21.0
87,28.0,21.0
88,28.0,21.0
89,28.0,21.0
90,28.0,21.0
91,28.0,21.0
92,28.0,21.0
93,28.0,21.0
94,28.0,21.0
95,28.0,21.0
96,28.0,21.0
97,28.0,21.0
98,28.0,21.0
99,28.0,21.0
100,28.0,21.0
